Level,Date and Time,Source,Event ID,Task Category,Log,Computer
Error,10/5/2017 7:56:32 AM,EventCreate,1,None,Application,djkvdihost882.jakarta01.com,JAKARTA01\khalid  
Error,10/5/2017 7:56:28 AM,EventCreate,1,None,Application,djkvdihost198.jakarta01.com,JAKARTA01\sergi  
Error,10/5/2017 7:56:27 AM,EventCreate,1,None,Application,djkvdihost055.jakarta01.com,JAKARTA01\cita  
Error,10/5/2017 7:55:56 AM,EventCreate,1,None,Application,djkvdihost406.jakarta01.com,JAKARTA01\budhasca  
Error,10/5/2017 7:56:25 AM,EventCreate,1,None,Application,djkvdihost690.jakarta01.com,JAKARTA01\heriansyah  
Error,10/5/2017 7:56:23 AM,EventCreate,1,None,Application,djkvdihost566.jakarta01.com,JAKARTA01\Darmawan  
Error,10/5/2017 7:56:21 AM,EventCreate,1,None,Application,djkvdihost690.jakarta01.com,JAKARTA01\heriansyah  
Error,10/5/2017 7:56:13 AM,EventCreate,1,None,Application,djkvdihost564.jakarta01.com,JAKARTA01\quartiny  
Error,10/5/2017 7:56:09 AM,EventCreate,1,None,Application,djkvdihost589.jakarta01.com,JAKARTA01\rindang  
Error,10/5/2017 7:55:35 AM,EventCreate,1,None,Application,djkvdihost279.jakarta01.com,JAKARTA01\Bob Jasper  
Error,10/5/2017 7:56:04 AM,EventCreate,1,None,Application,djkvdihost176.jakarta01.com,JAKARTA01\MuhammadI  
Error,10/5/2017 7:56:03 AM,EventCreate,1,None,Application,djkvdihost343.jakarta01.com,JAKARTA01\sonson  
Error,10/5/2017 7:56:03 AM,EventCreate,1,None,Application,djkvdihost424.jakarta01.com,JAKARTA01\Indah  
Error,10/5/2017 7:56:00 AM,EventCreate,1,None,Application,djkvdihost449.jakarta01.com,JAKARTA01\rimico  
Error,10/5/2017 7:55:58 AM,EventCreate,1,None,Application,djkvdihost266.jakarta01.com,JAKARTA01\Dini Rahmawati  
Error,10/5/2017 7:55:57 AM,EventCreate,1,None,Application,djkvdihost724.jakarta01.com,JAKARTA01\alvita  
Error,10/5/2017 7:55:46 AM,EventCreate,1,None,Application,djkvdihost440.jakarta01.com,JAKARTA01\melly  
Error,10/5/2017 7:55:44 AM,EventCreate,1,None,Application,djkvdihost406.jakarta01.com,JAKARTA01\budhasca  
Error,10/5/2017 7:55:30 AM,EventCreate,1,None,Application,djkvdihost728.jakarta01.com,JAKARTA01\devita  
Error,10/5/2017 7:55:29 AM,EventCreate,1,None,Application,djkvdihost486.jakarta01.com,JAKARTA01\finessya  
Error,10/5/2017 7:55:29 AM,EventCreate,1,None,Application,djkvdihost623.jakarta01.com,JAKARTA01\alvian  
Error,10/5/2017 7:55:28 AM,EventCreate,1,None,Application,djkvdihost101.jakarta01.com,JAKARTA01\diah astuti  
Error,10/5/2017 7:55:27 AM,EventCreate,1,None,Application,djkvdihost144.jakarta01.com,JAKARTA01\hendra firdaus  
Error,10/5/2017 7:55:25 AM,EventCreate,1,None,Application,djkvdihost293.jakarta01.com,JAKARTA01\yisca  
Error,10/5/2017 7:55:22 AM,EventCreate,1,None,Application,djkvdihost689.jakarta01.com,JAKARTA01\mery  
Error,10/5/2017 7:55:21 AM,EventCreate,1,None,Application,djkvdihost279.jakarta01.com,JAKARTA01\Bob Jasper  
Error,10/5/2017 7:55:11 AM,EventCreate,1,None,Application,djkvdihost696.jakarta01.com,JAKARTA01\erik  
Error,10/5/2017 7:55:07 AM,EventCreate,1,None,Application,djkvdihost900.jakarta01.com,JAKARTA01\Enjang  
Error,10/5/2017 7:55:11 AM,EventCreate,1,None,Application,djkvdihost626.jakarta01.com,JAKARTA01\BudiS  
Error,10/5/2017 7:55:06 AM,EventCreate,1,None,Application,djkvdihost581.jakarta01.com,JAKARTA01\Aviv  
Error,10/5/2017 7:55:06 AM,Application Error,1000,(100),Application,djkvdihost144.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x634
Faulting application start time: 0x01d33cf7c78af071
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: d3caaf17-a967-11e7-bf07-0050569f5202"
Error,10/5/2017 7:55:05 AM,EventCreate,1,None,Application,djkvdihost244.jakarta01.com,JAKARTA01\fathiya  
Error,10/5/2017 7:54:35 AM,WSH,1,None,Application,djkvdihost293.jakarta01.com,"CN=Yisca password will expire in 4 day(s) at 10/9/2017 6:54:28 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:55:03 AM,EventCreate,1,None,Application,djkvdihost563.jakarta01.com,JAKARTA01\saptorini  
Error,10/5/2017 7:54:55 AM,EventCreate,1,None,Application,djkvdihost804.jakarta01.com,JAKARTA01\KristoforusAW  
Error,10/5/2017 7:54:51 AM,EventCreate,1,None,Application,djkvdihost028.jakarta01.com,JAKARTA01\Arum  
Error,10/5/2017 7:54:48 AM,EventCreate,1,None,Application,djkvdihost230.jakarta01.com,JAKARTA01\sugiarto  
Error,10/5/2017 7:54:47 AM,EventCreate,1,None,Application,djkvdihost264.jakarta01.com,JAKARTA01\indra pranowo  
Error,10/5/2017 7:54:47 AM,EventCreate,1,None,Application,djkvdihost394.jakarta01.com,JAKARTA01\andini  
Error,10/5/2017 7:54:46 AM,EventCreate,1,None,Application,djkvdihost803.jakarta01.com,JAKARTA01\hendry  
Error,10/5/2017 7:54:45 AM,EventCreate,1,None,Application,djkvdihost278.jakarta01.com,JAKARTA01\Putri Damayanti  
Error,10/5/2017 7:54:44 AM,EventCreate,1,None,Application,djkvdihost896.jakarta01.com,JAKARTA01\Indra Bramantyono  
Error,10/5/2017 7:54:39 AM,EventCreate,1,None,Application,djkvdihost664.jakarta01.com,JAKARTA01\Rio Satria  
Error,10/5/2017 7:54:35 AM,EventCreate,1,None,Application,djkvdihost531.jakarta01.com,JAKARTA01\hemayani  
Error,10/5/2017 7:54:34 AM,WSH,1,None,Application,djkvdihost293.jakarta01.com,"CN=Yisca password will expire in 4 day(s) at 10/9/2017 6:54:28 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:54:28 AM,EventCreate,1,None,Application,djkvdihost202.jakarta01.com,JAKARTA01\danna  
Error,10/5/2017 7:54:23 AM,EventCreate,1,None,Application,djkvdihost229.jakarta01.com,JAKARTA01\m ridho  
Error,10/5/2017 7:54:23 AM,EventCreate,1,None,Application,djkvdihost164.jakarta01.com,JAKARTA01\luthfi  
Error,10/5/2017 7:54:04 AM,EventCreate,1,None,Application,djkvdihost014.jakarta01.com,JAKARTA01\ipuk  
Error,10/5/2017 7:54:03 AM,EventCreate,1,None,Application,djkvdihost789.jakarta01.com,JAKARTA01\ita shabrina  
Error,10/5/2017 7:54:01 AM,EventCreate,1,None,Application,djkvdihost014.jakarta01.com,JAKARTA01\ipuk  
Error,10/5/2017 7:53:51 AM,EventCreate,1,None,Application,djkvdihost218.jakarta01.com,JAKARTA01\poetry  
Error,10/5/2017 7:53:50 AM,EventCreate,1,None,Application,djkvdihost380.jakarta01.com,JAKARTA01\toyoda  
Error,10/5/2017 7:53:45 AM,EventCreate,1,None,Application,djkvdihost323.jakarta01.com,JAKARTA01\Ameilia  
Error,10/5/2017 7:53:29 AM,EventCreate,1,None,Application,djkvdihost363.jakarta01.com,JAKARTA01\harumi  
Error,10/5/2017 7:53:26 AM,EventCreate,1,None,Application,djkvdihost326.jakarta01.com,JAKARTA01\andryan  
Error,10/5/2017 7:53:22 AM,EventCreate,1,None,Application,djkvdihost409.jakarta01.com,JAKARTA01\poespita  
Error,10/5/2017 7:53:19 AM,EventCreate,1,None,Application,djkvdihost709.jakarta01.com,JAKARTA01\anggata  
Error,10/5/2017 7:53:18 AM,EventCreate,1,None,Application,djkvdihost143.jakarta01.com,JAKARTA01\davidc  
Error,10/5/2017 7:53:16 AM,EventCreate,1,None,Application,djkvdihost736.jakarta01.com,JAKARTA01\martha  
Error,10/5/2017 7:53:15 AM,EventCreate,1,None,Application,djkvdihost561.jakarta01.com,JAKARTA01\RatiAF  
Error,10/5/2017 7:53:13 AM,EventCreate,1,None,Application,djkvdihost539.jakarta01.com,JAKARTA01\Dilla  
Error,10/5/2017 7:53:10 AM,EventCreate,1,None,Application,djkvdihost522.jakarta01.com,JAKARTA01\dzati  
Error,10/5/2017 7:53:07 AM,EventCreate,1,None,Application,djkvdihost450.jakarta01.com,JAKARTA01\ahmad zainul  
Error,10/5/2017 7:52:27 AM,WSH,1,None,Application,djkvdihost539.jakarta01.com,"CN=Dilla Erdina password will expire in 3 day(s) at 10/8/2017 8:00:59 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:52:52 AM,EventCreate,1,None,Application,djkvdihost801.jakarta01.com,JAKARTA01\novitarini  
Error,10/5/2017 7:52:48 AM,EventCreate,1,None,Application,djkvdihost113.jakarta01.com,JAKARTA01\Felix  
Error,10/5/2017 7:52:40 AM,EventCreate,1,None,Application,djkvdihost037.jakarta01.com,JAKARTA01\yorika  
Error,10/5/2017 7:52:37 AM,EventCreate,1,None,Application,djkvdihost052.jakarta01.com,JAKARTA01\warda  
Error,10/5/2017 7:52:33 AM,EventCreate,1,None,Application,djkvdihost727.jakarta01.com,JAKARTA01\yosanta  
Error,10/5/2017 7:52:31 AM,EventCreate,1,None,Application,djkvdihost641.jakarta01.com,JAKARTA01\leonie  
Error,10/5/2017 7:52:29 AM,EventCreate,1,None,Application,djkvdihost347.jakarta01.com,JAKARTA01\magdalena  
Error,10/5/2017 7:52:28 AM,EventCreate,1,None,Application,djkvdihost209.jakarta01.com,JAKARTA01\Rinaldo  
Error,10/5/2017 7:52:26 AM,WSH,1,None,Application,djkvdihost539.jakarta01.com,"CN=Dilla Erdina password will expire in 3 day(s) at 10/8/2017 8:00:59 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:51:55 AM,EventCreate,1,None,Application,djkvdihost305.jakarta01.com,JAKARTA01\Putri  
Error,10/5/2017 7:52:19 AM,EventCreate,1,None,Application,djkvdihost453.jakarta01.com,JAKARTA01\christian  
Error,10/5/2017 7:51:49 AM,WSH,1,None,Application,djkvdihost113.jakarta01.com,"CN=Felix Sutiono password will expire in 3 day(s) at 10/8/2017 7:57:18 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:52:17 AM,EventCreate,1,None,Application,djkvdihost222.jakarta01.com,JAKARTA01\Yudhadp  
Error,10/5/2017 7:52:10 AM,EventCreate,1,None,Application,djkvdihost893.jakarta01.com,JAKARTA01\Agus Sutikno  
Error,10/5/2017 7:52:00 AM,EventCreate,1,None,Application,djkvdihost246.jakarta01.com,JAKARTA01\GuestISD58  
Error,10/5/2017 7:51:57 AM,EventCreate,1,None,Application,djkvdihost622.jakarta01.com,JAKARTA01\widinuryanti  
Error,10/5/2017 7:51:50 AM,EventCreate,1,None,Application,djkvdihost794.jakarta01.com,JAKARTA01\ronald david  
Error,10/5/2017 7:51:47 AM,WSH,1,None,Application,djkvdihost113.jakarta01.com,"CN=Felix Sutiono password will expire in 3 day(s) at 10/8/2017 7:57:18 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:51:44 AM,EventCreate,1,None,Application,djkvdihost305.jakarta01.com,JAKARTA01\Putri  
Error,10/5/2017 7:51:42 AM,EventCreate,1,None,Application,djkvdihost871.jakarta01.com,JAKARTA01\harry  
Error,10/5/2017 7:51:34 AM,EventCreate,1,None,Application,djkvdihost360.jakarta01.com,JAKARTA01\erminawati  
Error,10/5/2017 7:51:29 AM,EventCreate,1,None,Application,djkvdihost680.jakarta01.com,JAKARTA01\tiar  
Error,10/5/2017 7:51:16 AM,EventCreate,1,None,Application,djkvdihost008.jakarta01.com,JAKARTA01\rizka syarifa  
Error,10/5/2017 7:51:15 AM,EventCreate,1,None,Application,djkvdihost382.jakarta01.com,JAKARTA01\Beny  
Error,10/5/2017 7:51:12 AM,Application Error,1000,(100),Application,djkvdihost360.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x634
Faulting application start time: 0x01d33cff7f984356
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 4843f923-a967-11e7-80ec-0050569f50dc"
Error,10/5/2017 7:50:35 AM,EventCreate,1,None,Application,djkvdihost321.jakarta01.com,JAKARTA01\nungi  
Error,10/5/2017 7:51:04 AM,EventCreate,1,None,Application,djkvdihost667.jakarta01.com,JAKARTA01\istiningsih  
Error,10/5/2017 7:51:04 AM,EventCreate,1,None,Application,djkvdihost541.jakarta01.com,JAKARTA01\alfiari  
Error,10/5/2017 7:50:58 AM,EventCreate,1,None,Application,djkvdihost107.jakarta01.com,JAKARTA01\citra  
Error,10/5/2017 7:50:54 AM,EventCreate,1,None,Application,djkvdihost416.jakarta01.com,JAKARTA01\victor  
Error,10/5/2017 7:50:54 AM,EventCreate,1,None,Application,djkvdihost558.jakarta01.com,JAKARTA01\teguh  
Error,10/5/2017 7:50:48 AM,EventCreate,1,None,Application,djkvdihost586.jakarta01.com,JAKARTA01\Ronald  
Error,10/5/2017 7:50:10 AM,WSH,1,None,Application,djkvdihost382.jakarta01.com,"CN=Beny Rachmad Septiawan password will expire in 3 day(s) at 10/8/2017 8:09:23 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:50:32 AM,EventCreate,1,None,Application,djkvdihost321.jakarta01.com,JAKARTA01\nungi  
Error,10/5/2017 7:50:28 AM,EventCreate,1,None,Application,djkvdihost321.jakarta01.com,JAKARTA01\nungi  
Error,10/5/2017 7:50:30 AM,EventCreate,1,None,Application,djkvdihost250.jakarta01.com,JAKARTA01\hersiari  
Error,10/5/2017 7:50:30 AM,EventCreate,1,None,Application,djkvdihost221.jakarta01.com,JAKARTA01\edwin  
Error,10/5/2017 7:50:22 AM,EventCreate,1,None,Application,djkvdihost321.jakarta01.com,JAKARTA01\nungi  
Error,10/5/2017 7:50:10 AM,WSH,1,None,Application,djkvdihost382.jakarta01.com,"CN=Beny Rachmad Septiawan password will expire in 3 day(s) at 10/8/2017 8:09:23 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:50:06 AM,EventCreate,1,None,Application,djkvdihost856.jakarta01.com,JAKARTA01\abdul  
Error,10/5/2017 7:50:04 AM,EventCreate,1,None,Application,djkvdihost500.jakarta01.com,JAKARTA01\GuestISD57  
Error,10/5/2017 7:50:02 AM,EventCreate,1,None,Application,djkvdihost182.jakarta01.com,JAKARTA01\michiko  
Error,10/5/2017 7:49:30 AM,WSH,1,None,Application,djkvdihost250.jakarta01.com,"CN=Dita Hersiari password will expire in 3 day(s) at 10/8/2017 7:48:55 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:49:29 AM,EventCreate,1,None,Application,djkvdihost769.jakarta01.com,JAKARTA01\kristian  
Error,10/5/2017 7:49:55 AM,EventCreate,1,None,Application,djkvdihost191.jakarta01.com,JAKARTA01\sashkia  
Error,10/5/2017 7:49:44 AM,EventCreate,1,None,Application,djkvdihost533.jakarta01.com,JAKARTA01\faiqa  
Error,10/5/2017 7:49:31 AM,EventCreate,1,None,Application,djkvdihost235.jakarta01.com,JAKARTA01\R Syafira  
Error,10/5/2017 7:49:00 AM,WSH,1,None,Application,djkvdihost191.jakarta01.com,"CN=Sashkia Andina Pitarini password will expire in 3 day(s) at 10/8/2017 7:52:59 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:49:29 AM,WSH,1,None,Application,djkvdihost250.jakarta01.com,"CN=Dita Hersiari password will expire in 3 day(s) at 10/8/2017 7:48:55 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:48:57 AM,EventCreate,1,None,Application,djkvdihost306.jakarta01.com,JAKARTA01\Dian Permata  
Error,10/5/2017 7:48:45 AM,EventCreate,1,None,Application,djkvdihost587.jakarta01.com,JAKARTA01\Rafika  
Error,10/5/2017 7:48:39 AM,Application Error,1000,(100),Application,djkvdihost587.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x638
Faulting application start time: 0x01d33d0574057ebe
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: ed37d882-a966-11e7-8d5a-0050569f2ee5"
Error,10/5/2017 7:49:00 AM,WSH,1,None,Application,djkvdihost191.jakarta01.com,"CN=Sashkia Andina Pitarini password will expire in 3 day(s) at 10/8/2017 7:52:59 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:48:25 AM,EventCreate,1,None,Application,djkvdihost120.jakarta01.com,JAKARTA01\jayson  
Error,10/5/2017 7:48:55 AM,EventCreate,1,None,Application,djkvdihost769.jakarta01.com,JAKARTA01\kristian  
Error,10/5/2017 7:48:46 AM,EventCreate,1,None,Application,djkvdihost899.jakarta01.com,JAKARTA01\naruhito  
Error,10/5/2017 7:48:49 AM,EventCreate,1,None,Application,djkvdihost181.jakarta01.com,JAKARTA01\M Fajri  
Error,10/5/2017 7:48:46 AM,EventCreate,1,None,Application,djkvdihost385.jakarta01.com,JAKARTA01\meinar  
Error,10/5/2017 7:48:40 AM,EventCreate,1,None,Application,djkvdihost901.jakarta01.com,JAKARTA01\Anosa  
Error,10/5/2017 7:48:05 AM,EventCreate,1,None,Application,djkvdihost404.jakarta01.com,JAKARTA01\aprianto  
Error,10/5/2017 7:48:04 AM,EventCreate,1,None,Application,djkvdihost579.jakarta01.com,JAKARTA01\mdendy  
Error,10/5/2017 7:48:03 AM,WSH,1,None,Application,djkvdihost385.jakarta01.com,"CN=Meinar Indria password will expire in 4 day(s) at 10/9/2017 4:29:18 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:48:33 AM,EventCreate,1,None,Application,djkvdihost538.jakarta01.com,JAKARTA01\mazy  
Error,10/5/2017 7:48:28 AM,EventCreate,1,None,Application,djkvdihost306.jakarta01.com,JAKARTA01\Dian Permata  
Error,10/5/2017 7:48:25 AM,EventCreate,1,None,Application,djkvdihost298.jakarta01.com,JAKARTA01\Winda  
Error,10/5/2017 7:47:48 AM,EventCreate,1,None,Application,djkvdihost478.jakarta01.com,JAKARTA01\Priellya  
Error,10/5/2017 7:48:16 AM,EventCreate,1,None,Application,djkvdihost083.jakarta01.com,JAKARTA01\rini  
Error,10/5/2017 7:48:14 AM,Application Error,1000,(100),Application,djkvdihost120.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x634
Faulting application start time: 0x01d33d076ff25dff
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: de20b673-a966-11e7-af2c-0050569f50b7"
Error,10/5/2017 7:48:14 AM,EventCreate,1,None,Application,djkvdihost606.jakarta01.com,JAKARTA01\Tri Ari  
Error,10/5/2017 7:48:11 AM,EventCreate,1,None,Application,djkvdihost396.jakarta01.com,JAKARTA01\Astriana  
Error,10/5/2017 7:48:09 AM,EventCreate,1,None,Application,djkvdihost401.jakarta01.com,JAKARTA01\rezky  
Error,10/5/2017 7:47:35 AM,EventCreate,1,None,Application,djkvdihost688.jakarta01.com,JAKARTA01\palmella  
Error,10/5/2017 7:48:03 AM,EventCreate,1,None,Application,djkvdihost592.jakarta01.com,JAKARTA01\yuliana  
Error,10/5/2017 7:48:03 AM,WSH,1,None,Application,djkvdihost385.jakarta01.com,"CN=Meinar Indria password will expire in 4 day(s) at 10/9/2017 4:29:18 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:48:00 AM,EventCreate,1,None,Application,djkvdihost298.jakarta01.com,JAKARTA01\Winda  
Error,10/5/2017 7:47:58 AM,EventCreate,1,None,Application,djkvdihost579.jakarta01.com,JAKARTA01\mdendy  
Error,10/5/2017 7:47:25 AM,EventCreate,1,None,Application,djkvdihost269.jakarta01.com,JAKARTA01\JUNETTE  
Error,10/5/2017 7:47:54 AM,EventCreate,1,None,Application,djkvdihost404.jakarta01.com,JAKARTA01\aprianto  
Error,10/5/2017 7:47:48 AM,EventCreate,1,None,Application,djkvdihost383.jakarta01.com,JAKARTA01\Rahmat  
Error,10/5/2017 7:47:40 AM,EventCreate,1,None,Application,djkvdihost478.jakarta01.com,JAKARTA01\Priellya  
Error,10/5/2017 7:47:34 AM,EventCreate,1,None,Application,djkvdihost697.jakarta01.com,JAKARTA01\janna  
Error,10/5/2017 7:46:53 AM,EventCreate,1,None,Application,djkvdihost812.jakarta01.com,JAKARTA01\kreshna  
Error,10/5/2017 7:47:20 AM,EventCreate,1,None,Application,djkvdihost616.jakarta01.com,JAKARTA01\Audyanza  
Error,10/5/2017 7:47:16 AM,EventCreate,1,None,Application,djkvdihost269.jakarta01.com,JAKARTA01\JUNETTE  
Error,10/5/2017 7:47:12 AM,EventCreate,1,None,Application,djkvdihost673.jakarta01.com,JAKARTA01\haris  
Error,10/5/2017 7:46:33 AM,WSH,1,None,Application,djkvdihost383.jakarta01.com,"CN=Rahmat Hendratama password will expire in 3 day(s) at 10/8/2017 7:42:39 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,10/5/2017 7:47:03 AM,EventCreate,1,None,Application,djkvdihost057.jakarta01.com,JAKARTA01\andika  
